1390036826,4,15
2697166997,8,15
3391709442,36,15
3105327110,68,15
2407219805,100,15
587440688,40,15
2710478218,72,15
3186096440,104,15
65307,0,15
63012,0,15
3413054182,8,15
2918903984,40,15
39349,4,15
23565,36,15
19946,68,15
63013,0,15
59674,0,15
16195935,8,15
6657273,40,15
13343075,4,15
12988978,36,15
4988961,72,15
59675,0,15
60704,0,15
3543729,8,15
13200597,40,15
3430083,72,15
9861140,104,15
440547053,4,15
2158271868,36,15
60705,0,15
51006,0,15
21290,4,15
191,8,15
26562,36,15
216,40,15
6698,68,15
22207,100,15
51007,0,15
56864,0,15
2223453299,4,15
23553,8,15
1740493555,36,15
12917,40,15
1447,72,15
42201,104,15
4190461671,68,15
56865,0,15
64802,0,15
3372941189,8,15
1695112801,40,15
1188065247,72,15
3685936690,4,15
323242607,104,15
1307180661,36,15
64803,0,15
49692,0,15
181,8,15
223,4,15
117,36,15
162,68,15
49693,0,15
